fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp66c58f4b-200e-452c-99c9-29b73cf26663, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43033627, -4.59555834), 3.54679200, 1705929362, 1705929362, 100, auto, 168.56100302, 12, 1.30000000, 0.48763667, 0, 1.80000000, 0.08927646, 0.61557368, 8.53189807, 2.19752335, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp834f2074-3695-4eb5-90c2-b1f1c133d545, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43035104, -4.59555792), 1.62129163, 1705929363, 1705929363, 100, auto, 175.07056793, 12, 1.30000000, 1.94588481, 0, 1.80000000, 0.18628850, 1.08357773, 28.70303330, 2.82107304, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp98af6685-e3f2-4909-8e11-dbeae71ba56e, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43035512, -4.59555746), 1.03239315, 1705929364, 1705929364, 100, auto, 182.25964820, 12, 1.30000000, 3.60545315, 0, 1.80000000, 0.08236197, 1.50343885, 28.36259015, 3.17064263, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tpe40377bc-8fb3-4044-b057-30525177ff6d, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43036208, -4.59555681), 1.73607239, 1705929365, 1705929365, 100, auto, 192.71252253, 12, 1.30000000, 3.17568010, 0, 1.80000000, 0.14785670, 2.13509362, 28.82596405, 3.33218280, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tpea60494b-8ee8-4065-abf4-af54d61c25be, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43036945, -4.59555590), 1.44957684, 1705929366, 1705929366, 100, auto, 203.55001853, 12, 1.30000000, 5.14479749, 0, 1.80000000, 0.27598352, 2.94089676, 32.08984539, 3.56172308, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp46e0b0b8-3f2c-47ca-9c2a-a1e833aa6777, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43037595, -4.59555461), 1.41126380, 1705929367, 1705929367, 100, auto, 214.42472973, 12, 1.30000000, 7.63720627, 0, 1.80000000, 0.38845596, 4.01786139, 33.84152866, 3.76016115, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tpaa4e6631-c096-401a-8b63-3602f56471fd, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43038238, -4.59555276), 1.40414237, 1705929368, 1705929368, 100, auto, 226.41891922, 12, 1.30000000, 11.21595813, 0, 1.80000000, 0.63019243, 5.59269092, 35.28432898, 3.92082200, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tpaf0ca358-e578-428c-8586-c908ec9de790, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43038863, -4.59555001), 1.38620940, 1705929369, 1705929369, 100, auto, 238.94870314, 12, 1.30000000, 17.30812295, 0, 1.80000000, 1.04112219, 7.95256180, 36.56238287, 4.06150228, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp5eba23e7-cd49-47d8-a9d0-991c92c221b2, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43039457, -4.59554581), 1.38787996, 1705929370, 1705929370, 100, auto, 251.09055715, 12, 1.30000000, 27.29876191, 0, 1.80000000, 1.74730347, 11.62858520, 37.68821940, 4.18027157, 0.00000000
fd92d4ed-a7fd-4b0c-adf0-59acb03ffe84, tp64c6025f-949f-468c-8146-96f061d47cfe, 74fe9d43-63b0-4721-83a4-3550f020b6ce, ANR2DA8CED20, (Point, 55.43039995, -4.59553923), 1.47206491, 1705929371, 1705929371, 100, auto, 264.67830972, 12, 1.30000000, 43.11764822, 0, 1.80000000, 2.99811017, 17.54449923, 38.61839916, 4.28312889, 0.00000000
